sample,gps_start_heading,gps_start_x_position,gps_start_y_position,inertial_start_heading,inertial_start_rotation,distance_limit_forward,distance_limit_reverse,distance_estimate,left_direction,right_direction,volts,duration_ms,gps_stop_heading,gps_stop_x_position,gps_stop_y_position,inertial_stop_heading,inertial_stop_rotation,gps_cooldown_heading,gps_cooldown_x_position,gps_cooldown_y_position,inertial_cooldown_heading,inertial_cooldown_rotation,gps_final_heading,gps_final_x_position,gps_final_y_position,inertial_final_heading,inertial_final_rotation,gps_stop_angle,gps_cooldown_angle,gps_final_angle,inertial_stop_angle,inertial_cooldown_angle,inertial_final_angle,inertial_stop_travel,inertial_cooldown_travel,inertial_final_travel,gps_stop_distance,gps_cooldown_distance,gps_final_distance
281,289.2337,-22.43596,1035.797,289.2337,-0.09377457,809.3799,1930.173,1072.0,1.0,1.0,2.4,2700.0,290.7833,486.5598,941.1668,290.7575,1.429996,290.6668,532.0965,845.35,290.4058,1.078355,290.544,498.2359,829.9163,290.405,1.077489,1.5496,1.4331,1.3103,1.5238,1.1721,1.1713,1.5238,1.1721,1.1713,517.7176,586.3244,559.8982
282,290.5682,538.4086,816.9138,290.5682,1.078559,1050.02,1347.487,176.5,1.0,0.0,5.1,100.0,285.8531,529.0717,821.5174,285.9897,-3.499912,268.6329,479.2281,870.751,267.752,-21.73756,266.3303,470.4717,879.6308,267.7506,-21.73902,-4.7151,-21.9353,-24.2379,-4.5785,-22.8162,-22.8176,-4.5785,-22.8161,-22.8176,10.4101,80.0048,92.46
283,265.9329,470.0744,881.6775,265.9329,-21.73864,2275.806,1333.283,772.0,0.0,1.0,3.2,1400.0,51.8481,562.9375,816.7287,52.2184,124.5468,67.26223,937.1005,731.2961,66.32863,138.6571,68.02919,937.1005,731.2961,66.32791,138.6563,145.9152,161.3293,162.0963,146.2855,160.3957,160.395,146.2854,160.3957,160.3949,113.3221,490.6403,490.6403
284,68.41269,937.1005,731.2961,68.41269,138.6552,927.9905,2943.568,4116.25,0.0,1.0,10.5,2550.0,139.3144,1308.944,751.0396,65.60369,1215.846,221.3691,284.312,868.7943,194.5202,1344.763,213.7303,231.6738,917.1535,194.5207,1344.763,70.9017,152.9564,145.3176,-2.809,126.1075,126.108,1077.1908,1206.1078,1206.1078,372.3673,667.1121,729.4997
285,212.675,267.9311,890.4613,212.675,1344.764,2456.714,1080.538,2570.5,0.0,1.0,6.1,2700.0,137.6118,366.9727,924.5289,128.5966,1980.685,180.8032,310.9433,976.441,172.5213,2024.61,182.589,307.9875,982.2395,172.5221,2024.611,-75.0632,-31.8718,-30.086,-84.0784,-40.1537,-40.1529,635.921,679.846,679.847,104.737,96.1382,100.1387
286,182.9046,313.689,982.8914,182.9046,2024.61,2116.408,818.1597,1108.0,0.0,0.0,2.8,2400.0,181.8507,274.1462,339.5331,181.4473,2023.153,181.1024,268.4615,323.5029,180.9988,2022.705,181.0921,271.5728,323.0119,180.9986,2022.704,-1.0539,-1.8022,-1.8125,-1.4573,-1.9058,-1.906,-1.457,-1.905,-1.906,644.5724,660.9378,661.2221
287,181.1195,272.1383,322.8906,181.1195,2022.705,2072.534,1477.391,4460.5,1.0,0.0,10.2,2850.0,5.629415,276.2903,556.3047,94.65293,856.2384,314.7044,308.7805,504.0223,337.2983,738.8836,317.8735,293.9371,484.2399,337.2985,738.8839,-175.4901,133.5849,136.754,-86.4666,156.1788,156.179,-1166.4666,-1283.8214,-1283.8211,233.451,184.8008,162.8152
288,318.0182,285.938,477.0514,318.0182,738.8841,1779.694,2263.53,1247.5,0.0,1.0,3.4,2250.0,197.0641,205.1697,388.0268,221.4832,1002.349,235.807,166.7878,427.3861,234.4694,1015.335,238.9163,161.7687,455.1569,234.4705,1015.336,-120.9541,-82.2112,-79.1019,-96.535,-83.5488,-83.5477,263.4649,276.4509,276.4519,120.2036,129.0868,126.0848
289,239.2085,173.6439,453.2005,239.2085,1015.335,2297.511,1893.235,190.0,0.0,0.0,2.0,300.0,239.0871,119.7807,447.2434,239.1641,1015.291,238.3985,117.1394,434.0709,238.5711,1014.698,238.3705,109.9817,442.5273,238.5706,1014.697,-0.1214,-0.81,-0.838,-0.0444,-0.6374,-0.6379,-0.044,-0.637,-0.638,54.1916,59.6548,64.5507
290,239.181,117.7211,426.4721,239.181,-0.07829634,2233.051,1958.895,751.75,0.0,1.0,7.9,550.0,11.78857,287.7238,687.2732,22.04202,142.7827,96.74457,236.4399,404.8129,94.8141,215.5548,97.33351,217.206,404.4686,94.81372,215.5545,132.6076,-142.4364,-141.8475,142.861,-144.3669,-144.3673,142.861,215.6331,215.6328,311.3168,120.6784,101.8892
291,97.35737,212.2811,404.8582,97.35737,215.554,1600.9,1406.724,144.25,0.0,1.0,5.9,50.0,97.45254,211.7864,405.6715,97.61559,215.8123,108.1015,177.9524,401.6784,108.1419,226.3386,108.6309,174.429,403.9151,108.1432,226.3399,0.0952,10.7441,11.2735,0.2582,10.7845,10.7858,0.2583,10.7846,10.7859,0.9519,34.4757,37.8638
292,108.6384,178.1216,404.2728,108.6384,226.3402,1711.646,1472.978,5188.75,1.0,0.0,11.5,2950.0,20.71734,-80.60599,468.4129,211.5243,-1110.774,30.91344,141.5722,630.3593,69.07612,-1253.222,46.15168,169.4499,673.9684,69.07624,-1253.222,-87.9211,-77.725,-62.4867,102.8859,-39.5623,-39.5622,-1337.1142,-1479.5622,-1479.5622,266.5594,229.0218,269.835
293,47.84139,181.8326,576.211,47.84139,-1253.221,1823.325,2673.492,3259.0,0.0,1.0,7.8,2700.0,146.5403,-18.21618,847.098,170.1761,-410.8867,250.0477,53.80544,550.0363,240.9029,-340.1599,252.9958,52.80072,533.2562,240.9026,-340.1602,98.6989,-157.7937,-154.8456,122.3347,-166.9385,-166.9388,842.3343,913.0611,913.0608,336.7481,130.6754,135.9939
294,253.2958,55.38206,522.7638,253.2958,-340.1598,1937.126,1821.482,197.5,1.0,1.0,2.6,250.0,253.597,82.99735,529.3529,253.4926,-339.9629,254.1595,118.1874,532.9174,253.9667,-339.4889,254.1141,117.0249,526.3385,253.9666,-339.489,0.3012,0.8637,0.8183,0.1968,0.6709,0.6708,0.1969,0.6709,0.6708,28.3905,63.6208,61.7464
295,254.1167,117.5108,523.4563,254.1167,-339.4887,1993.625,1749.275,1582.0,1.0,1.0,10.4,950.0,256.9942,1030.491,769.8152,257.3024,-336.303,261.4629,1456.794,716.7581,261.0366,-332.5688,262.0675,1448.64,843.0114,261.0363,-332.5691,2.8775,7.3462,7.9508,3.1857,6.9199,6.9196,3.1857,6.9199,6.9196,945.635,1353.1611,1368.9487
296,261.9542,1450.745,816.0586,261.9542,-332.5688,3283.062,352.7275,455.5,0.0,0.0,7.9,300.0,262.3768,1350.95,740.2257,262.3594,-332.1636,259.6985,1032.453,765.1745,260.0653,-334.4576,259.2401,1013.289,768.289,260.0647,-334.4582,0.4226,-2.2557,-2.7141,0.4052,-1.8889,-1.8895,0.4052,-1.8888,-1.8894,125.3382,421.3756,440.0565
297,259.2035,1013.582,764.1644,259.2035,-334.4572,2864.284,800.5896,2756.5,0.0,0.0,7.7,2300.0,258.3549,-737.6634,368.358,258.3094,-335.3513,255.8241,-975.4732,309.131,255.8042,-337.8565,255.8118,-978.0487,310.5929,255.8032,-337.8575,-0.8486,-3.3794,-3.3917,-0.8941,-3.3993,-3.4003,-0.8941,-3.3993,-3.4003,1795.4173,2040.4401,2042.6257
298,255.8056,-979.0936,311.01,255.8056,-337.857,846.7586,2866.613,353.5,0.0,0.0,1.3,1300.0,255.2699,-1061.725,287.7645,255.2627,-338.3998,255.1764,-1067.928,286.1633,255.1877,-338.4748,255.1602,-1068.729,286.0725,255.1875,-338.475,-0.5357,-0.6292,-0.6454,-0.5429,-0.6179,-0.6181,-0.5428,-0.6178,-0.618,85.8388,92.2437,93.0397
299,255.1592,-1068.72,286.3684,255.1592,-338.4754,756.5164,2967.719,2938.0,1.0,1.0,8.6,2200.0,257.907,736.448,738.855,257.9905,-335.644,261.0948,1007.84,815.6576,261.572,-332.0626,261.3447,1020.372,821.6144,261.5721,-332.0625,2.7478,5.9356,6.1855,2.8313,6.4128,6.4129,2.8314,6.4128,6.4129,1861.0147,2142.9532,2156.5699
300,261.9306,1023.86,810.1665,261.9306,-0.06742635,2852.098,783.902,5013.999,0.0,1.0,11.7,2800.0,210.2245,1138.606,588.1522,60.28494,1238.287,233.0024,1003.297,811.2811,197.7811,1375.783,220.5317,1009.528,827.0557,197.7813,1375.783,-51.7061,-28.9282,-41.3989,158.3543,-64.1495,-64.1493,1238.3544,1375.8504,1375.8504,249.914,20.5932,22.1507
301,218.9002,1000.986,835.1102,218.9002,1375.783,3385.982,1026.692,936.9999,1.0,0.0,6.2,900.0,20.85759,1187.659,832.9802,23.19076,1180.074,329.9562,1065.62,869.7826,334.4996,1131.383,329.8339,1064.451,857.3774,334.5002,1131.383,161.9574,111.056,110.9337,164.2906,115.5994,115.6,-195.709,-244.4,-244.4,186.6852,73.3466,67.258
302,329.8207,1063.791,853.1333,329.8207,1131.383,1095.331,1464.49,982.7499,0.0,0.0,10.7,550.0,330.8046,810.9041,1284.682,330.8051,1132.367,328.3136,611.2534,1611.492,327.4767,1129.039,329.5428,611.2534,1611.492,327.4769,1129.039,0.9839,-1.5071,-0.2779,0.9844,-2.344,-2.3438,0.984,-2.344,-2.344,500.186,883.1185,883.1185
303,330.1615,611.2534,1611.492,330.1615,1129.038,217.3169,2389.171,236.5,1.0,0.0,2.6,350.0,307.9548,611.2534,1611.492,310.3797,1109.256,300.9566,526.0016,1633.549,303.9593,1102.836,310.3049,342.5486,1107.455,314.0956,1112.972,-22.2067,-29.2049,-19.8566,-19.7818,-26.2022,-16.0659,-19.782,-26.202,-16.066,0.0,88.059,571.1879
304,310.5669,371.8721,1128.368,310.5669,1112.783,884.1374,1879.99,1255.0,0.0,1.0,3.5,2200.0,203.637,286.2247,1141.136,217.0359,1379.252,230.6504,264.6548,1129.856,232.9677,1395.183,235.4478,252.1064,1164.914,232.9679,1395.183,-106.9299,-79.9165,-75.1191,-93.531,-77.5992,-77.599,266.469,282.4,282.4,86.5939,107.2276,125.2175
305,236.2535,267.8131,1177.066,236.2535,1395.184,2486.836,1121.354,2437.0,1.0,0.0,7.6,2050.0,325.0511,433.2903,1190.221,341.286,780.2161,263.3829,269.6816,1186.18,273.2681,712.1981,264.2912,273.0078,1204.398,273.2678,712.1979,88.7976,27.1294,28.0377,105.0325,37.0146,37.0143,-614.9679,-682.9859,-682.9861,165.9993,9.3036,27.8213
306,264.3169,262.3099,1215.471,264.3169,712.1977,2072.496,1545.285,1564.0,1.0,0.0,6.1,1600.0,256.317,332.6762,1154.997,259.3892,347.2699,208.3684,15.03801,1126.2,213.6299,301.5107,205.5298,89.65445,1148.464,213.6298,301.5106,-7.9999,-55.9485,-58.7871,-4.9277,-50.687,-50.6871,-364.9278,-410.687,-410.6871,92.7821,262.8929,185.2022
307,205.3831,123.4232,1143.152,205.3831,301.5107,2128.948,727.0341,1075.0,1.0,0.0,6.5,1000.0,344.0612,453.9152,1167.77,329.4082,65.53586,277.5629,211.6279,1181.038,276.6255,12.75314,275.4361,210.8888,1199.271,276.626,12.75367,138.6781,72.1798,70.053,124.0251,71.2424,71.2429,-235.9748,-288.7576,-288.757,331.4076,95.997,103.921
308,275.464,222.4045,1126.014,275.464,12.7522,677.0629,1584.797,2260.0,0.0,1.0,6.4,2250.0,112.1157,304.4992,1199.387,109.0798,566.368,165.0303,155.2677,1196.96,158.9895,616.2776,166.6282,156.7195,1215.758,158.9895,616.2776,-163.3483,-110.4337,-108.8358,-166.3842,-116.4745,-116.4745,553.6158,603.5254,603.5254,110.1051,97.6764,111.2138
309,166.8705,153.3157,1217.218,166.8705,616.2777,3098.208,598.4253,4720.0,1.0,0.0,11.2,2750.0,289.4906,-84.99744,1505.643,68.75282,-561.8399,266.3023,180.846,1402.045,302.2219,-688.3708,282.7015,203.2007,1371.33,302.2222,-688.3705,122.6201,99.4318,115.831,-98.1177,135.3514,135.3517,-1178.1176,-1304.6485,-1304.6482,374.1419,186.8661,161.9846
310,286.8104,133.9336,1326.659,286.8104,-0.071143,494.4715,1740.441,2873.5,1.0,0.0,8.6,2150.0,258.1148,489.1475,1524.937,279.8627,-727.0188,184.5641,-14.16157,1259.852,196.3826,-810.4989,181.161,-6.14591,1256.277,196.3825,-810.499,-28.6956,-102.2463,-105.6494,-6.9477,-90.4278,-90.4279,-726.9477,-810.4278,-810.4279,406.8059,162.4665,156.767
311,180.7882,-3.244096,1262.432,180.7882,-810.4987,1796.926,537.6189,3235.75,0.0,1.0,11.3,1850.0,326.5708,97.40699,1393.121,228.0752,-43.21167,9.638234,-52.5629,1352.217,350.5763,79.28941,4.516872,-15.63971,1343.537,350.5779,79.29101,145.7826,-171.15,-176.2713,47.287,169.7881,169.7897,767.287,889.7881,889.7897,164.9553,102.4387,82.0468
312,4.258511,1.099656,1343.011,4.258511,79.29076,458.2538,1806.086,541.75,1.0,0.0,1.9,1550.0,292.9902,-119.0953,1367.98,293.1438,8.176064,289.0846,-63.12469,1327.431,288.8566,3.888874,288.3346,-51.94054,1334.887,288.8555,3.88772,-71.2683,-75.1739,-75.9239,-71.1147,-75.4019,-75.403,-71.1147,-75.4019,-75.403,122.7611,66.0871,53.6588
313,288.2815,-62.30678,1332.35,288.2815,3.888055,492.5079,1961.3,979.75,0.0,1.0,6.9,850.0,141.8489,69.21079,1261.34,136.6107,212.2173,193.9221,-99.55715,1328.891,194.4957,270.1022,195.1266,-136.0014,1348.766,194.4957,270.1022,-146.4326,-94.3594,-93.1549,-151.6708,-93.7858,-93.7858,208.3292,266.2141,266.2141,149.4633,37.4106,75.5009
314,195.2429,-98.80633,1343.042,195.2429,270.1026,1763.224,473.6203,4537.0,0.0,1.0,11.6,2550.0,299.9916,-1.483005,1436.228,176.0787,1330.938,325.5463,-33.33157,1501.578,299.1868,1454.046,318.7888,-18.25744,1497.185,299.1863,1454.046,104.7487,130.3034,123.5459,-19.1642,103.9439,103.9434,1060.8354,1183.9434,1183.9434,134.7422,171.5244,173.9201
315,318.4695,-13.15674,1498.786,318.4695,1454.046,402.3679,2734.702,1652.5,1.0,0.0,11.5,900.0,324.954,67.98969,1355.747,346.923,1122.499,217.043,-125.7689,1374.222,230.2767,1005.853,221.8523,-156.3446,1393.855,230.2768,1005.853,6.4845,-101.4265,-96.6172,28.4535,-88.1928,-88.1927,-331.547,-448.193,-448.193,164.4533,167.9217,177.5198
316,222.5389,-135.7582,1400.489,222.5389,1005.853,2258.688,542.2114,1169.5,1.0,0.0,6.2,1150.0,325.6304,71.19962,1550.57,322.9182,746.2326,276.9855,-144.8753,1461.476,277.3519,700.6663,274.9318,-147.5928,1484.45,277.3519,700.6663,103.0915,54.4466,52.3929,100.3793,54.813,54.813,-259.6204,-305.1867,-305.1867,255.6479,61.6647,84.791
317,274.6562,-106.9124,1467.588,274.6562,700.6665,333.5126,1913.226,784.0,0.0,1.0,11.4,400.0,43.6533,89.20193,1435.028,28.88528,814.8956,150.7657,-39.64685,1449.129,145.0846,931.0949,148.766,-92.04471,1457.816,145.0849,931.0952,128.9971,-123.8905,-125.8902,114.2291,-129.5716,-129.5713,114.2291,230.4284,230.4287,198.7989,69.7523,17.7916
